code,name,limit_pct,prev_close,auc_price,gap_pct,gap_norm,auc_amount,prev_amount,auc_ratio,t1_chg,t2_chg,t3_chg,slope,monotonic,dive,pos_pct_60d,ma_bull,breakout,prev_limit_up,prev_broken_board,board_height,sector,sector_members,sector_prev_limitups,blacklisted,one_word,group,liangbi,score,score_raw,parts,penalty,risk_tags,rejected
000725,京东方Ａ,10.0,6.0,6.09,1.5,0.15,71380000.0,9014580000.0,0.00792,-0.17,-0.17,1.5,1.67,True,-1.67,0.1906005221932116,False,False,False,False,0,光学光电子,1,2,False,False,B,1.9,27.9,27.919147084421237,"{'gap': 0.0, 'volume': 0.0, 'trend': 0.928, 'position': 0.523, 'sector': 0.0, 'continuity': 0.3}",0.0,[],竞价涨幅 1.50% 超出区间
600183,生益科技,10.0,143.45,143.0,-0.31,-0.031,36430000.0,8866230000.0,0.00411,-0.03,-0.31,-0.31,-0.28,False,0.0,0.670117428924598,False,False,False,False,0,元件,1,3,False,False,A,1.0,13.6,13.566666666666666,"{'gap': 0.0, 'volume': 0.0, 'trend': 0.453, 'position': 0.2, 'sector': 0.0, 'continuity': 0.3}",0.0,[],竞价涨幅 -0.31% 超出区间
002436,兴森科技,10.0,44.23,44.47,0.54,0.054,52670000.0,8054990000.0,0.00654,-0.07,-0.52,0.54,0.61,False,-1.06,0.8465533522190746,True,False,False,True,0,元件,1,3,False,False,A,1.6,6.0,6.0333333333333385,"{'gap': 0.0, 'volume': 0.0, 'trend': 0.602, 'position': 0.5, 'sector': 0.0, 'continuity': 0.3}",15.0,['昨日炸板'],竞价涨幅 0.54% 超出区间
300394,天孚通信,20.0,275.84,277.0,0.42,0.021,30420000.0,8004890000.0,0.0038,0.0,0.01,0.42,0.42,True,-0.41,0.8812243033348559,True,False,False,False,0,通信设备,0,1,False,False,A,0.9,22.7,22.700000000000003,"{'gap': 0.0, 'volume': 0.0, 'trend': 0.685, 'position': 0.5, 'sector': 0.0, 'continuity': 0.3}",0.0,[],竞价涨幅 0.42% 超出区间
603256,宏和科技,10.0,159.22,160.02,0.5,0.05,98060000.0,7893550000.0,0.01242,1.26,-0.04,0.5,-0.76,False,-0.54,0.31212228937077857,True,False,False,True,0,电子化学品,0,0,True,False,B,3.0,4.5,4.450859413764771,"{'gap': 0.0, 'volume': 0.168, 'trend': 0.373, 'position': 0.42, 'sector': 0.0, 'continuity': 0.3}",15.0,['昨日炸板'],隔夜公告黑名单
600584,长电科技,10.0,72.24,72.4,0.22,0.022,25880000.0,7753690000.0,0.00334,0.36,0.35,0.22,-0.14,False,0.12,0.24627519719544247,False,False,False,False,0,半导体,1,4,False,False,B,0.8,16.8,16.798013438504245,"{'gap': 0.0, 'volume': 0.0, 'trend': 0.477, 'position': 0.384, 'sector': 0.0, 'continuity': 0.3}",0.0,[],竞价涨幅 0.22% 超出区间
002185,华天科技,10.0,18.28,18.28,0.0,0.0,45500000.0,7497140000.0,0.00607,-0.27,-0.6,0.0,0.27,False,-0.6,0.32172318973418895,True,False,False,False,0,半导体,1,4,False,False,B,1.5,18.3,18.33538038496792,"{'gap': 0.0, 'volume': 0.0, 'trend': 0.545, 'position': 0.396, 'sector': 0.0, 'continuity': 0.3}",0.0,[],竞价涨幅 0.00% 超出区间
000636,风华高科,10.0,57.75,58.43,1.18,0.118,50230000.0,7292020000.0,0.00689,-0.78,-1.71,1.18,1.96,False,-2.89,0.5128730251609127,True,False,False,False,0,元件,1,3,False,False,A,1.7,22.5,22.53333333333333,"{'gap': 0.0, 'volume': 0.0, 'trend': 0.827, 'position': 0.3, 'sector': 0.0, 'continuity': 0.3}",0.0,[],竞价涨幅 1.18% 超出区间
002080,中材科技,10.0,62.5,61.41,-1.74,-0.174,49550000.0,7201890000.0,0.00688,-0.7,-0.99,-1.74,-1.04,False,0.75,0.4582299421009098,True,False,False,False,0,建筑材料,0,0,False,False,A,1.7,12.5,12.533333333333335,"{'gap': 0.0, 'volume': 0.0, 'trend': 0.327, 'position': 0.3, 'sector': 0.0, 'continuity': 0.3}",0.0,[],竞价涨幅 -1.74% 超出区间
300058,蓝色光标,20.0,14.05,13.81,-1.71,-0.085,49930000.0,6980800000.0,0.00715,0.57,-0.21,-1.71,-2.28,False,1.49,0.5831622176591379,False,False,False,False,0,文化传媒,1,8,False,False,A,1.7,0.0,0.0,"{'gap': 0.0, 'volume': 0.0, 'trend': 0.31, 'position': 0.2, 'sector': 0.0, 'continuity': 0.3}",12.5,['竞价尾段走弱'],竞价涨幅 -1.71% 超出区间
601869,长飞光纤,10.0,456.6,450.8,-1.27,-0.127,48550000.0,6956930000.0,0.00698,-1.23,-1.27,-1.27,-0.04,False,0.0,0.789163722025913,True,False,False,False,0,通信设备,0,1,False,False,A,1.7,18.9,18.86666666666667,"{'gap': 0.0, 'volume': 0.0, 'trend': 0.493, 'position': 0.5, 'sector': 0.0, 'continuity': 0.3}",0.0,[],竞价涨幅 -1.27% 超出区间
000066,中国长城,10.0,15.87,15.61,-1.64,-0.164,105560000.0,6638850000.0,0.0159,-2.02,-2.02,-1.64,0.38,True,-0.38,0.40416047548291223,False,False,False,True,0,计算机设备,0,2,False,False,A,3.8,10.8,10.78452297424963,"{'gap': 0.0, 'volume': 0.401, 'trend': 0.713, 'position': 0.0, 'sector': 0.0, 'continuity': 0.3}",15.0,['昨日炸板'],竞价涨幅 -1.64% 超出区间
002428,云南锗业,10.0,94.74,93.5,-1.31,-0.131,22850000.0,6347850000.0,0.0036,0.01,-0.77,-1.31,-1.32,False,0.54,0.6209236569274269,False,False,False,False,0,小金属,0,0,False,False,A,0.9,10.1,10.100000000000001,"{'gap': 0.0, 'volume': 0.0, 'trend': 0.28, 'position': 0.2, 'sector': 0.0, 'continuity': 0.3}",0.0,[],竞价涨幅 -1.31% 超出区间
002636,金安国纪,10.0,85.58,83.8,-2.08,-0.208,34940000.0,6339090000.0,0.00551,1.66,-0.91,-2.08,-3.74,False,1.17,0.5953937130407719,True,False,False,False,0,元件,1,3,False,False,A,1.3,9.0,9.0,"{'gap': 0.0, 'volume': 0.0, 'trend': 0.0, 'position': 0.5, 'sector': 0.0, 'continuity': 0.3}",0.0,[],竞价涨幅 -2.08% 超出区间
603259,药明康德,10.0,167.85,167.18,-0.4,-0.04,22310000.0,6210670000.0,0.00359,-0.01,-0.01,-0.4,-0.39,False,0.39,0.9979071537290712,True,False,False,False,0,医疗服务,0,2,False,False,A,0.9,14.7,14.700000000000003,"{'gap': 0.0, 'volume': 0.0, 'trend': 0.435, 'position': 0.3, 'sector': 0.0, 'continuity': 0.3}",0.0,[],竞价涨幅 -0.40% 超出区间
300408,三环集团,20.0,129.48,131.62,1.65,0.083,18150000.0,6207640000.0,0.00292,-0.48,-0.48,1.65,2.13,True,-2.13,0.4841389728096675,True,False,False,False,0,元件,1,3,False,False,A,0.7,22.6,22.550000000000004,"{'gap': 0.0, 'volume': 0.0, 'trend': 0.828, 'position': 0.3, 'sector': 0.0, 'continuity': 0.3}",0.0,[],竞价涨幅 1.65% 超出区间
600105,永鼎股份,10.0,45.41,46.0,1.3,0.13,33870000.0,5924910000.0,0.00572,-0.46,-0.51,1.3,1.76,False,-1.81,0.4629921259842518,True,False,False,False,0,通信设备,0,1,False,False,A,1.4,21.9,21.866666666666667,"{'gap': 0.0, 'volume': 0.0, 'trend': 0.793, 'position': 0.3, 'sector': 0.0, 'continuity': 0.3}",0.0,[],竞价涨幅 1.30% 超出区间
688498,源杰科技,20.0,1753.1,1764.82,0.67,0.033,27920000.0,5909860000.0,0.00472,-0.18,-0.18,0.67,0.84,True,-0.84,0.896003699376947,True,False,False,False,0,半导体,1,4,False,False,A,1.1,23.4,23.4,"{'gap': 0.0, 'volume': 0.0, 'trend': 0.72, 'position': 0.5, 'sector': 0.0, 'continuity': 0.3}",0.0,[],竞价涨幅 0.67% 超出区间
002241,歌尔股份,10.0,24.64,24.84,0.81,0.081,30310000.0,5880960000.0,0.00515,0.0,0.0,0.81,0.81,True,-0.81,1.0,False,False,False,False,0,消费电子,0,0,False,False,A,1.2,17.2,17.200000000000003,"{'gap': 0.0, 'volume': 0.0, 'trend': 0.785, 'position': 0.0, 'sector': 0.0, 'continuity': 0.3}",0.0,[],竞价涨幅 0.81% 超出区间
002281,光迅科技,10.0,190.37,192.75,1.25,0.125,19800000.0,5767090000.0,0.00343,-0.19,-0.19,1.25,1.44,True,-1.44,0.4221975582685904,True,False,False,False,0,通信设备,0,1,False,False,A,0.8,23.8,23.800000000000004,"{'gap': 0.0, 'volume': 0.0, 'trend': 0.89, 'position': 0.3, 'sector': 0.0, 'continuity': 0.3}",0.0,[],竞价涨幅 1.25% 超出区间
000988,华工科技,10.0,107.09,107.14,0.05,0.005,27120000.0,5651260000.0,0.0048,0.01,0.01,0.05,0.04,True,-0.04,0.1939357186173439,True,False,False,False,0,自动化设备,0,1,False,False,B,1.2,25.4,25.36074388518294,"{'gap': 0.0, 'volume': 0.0, 'trend': 0.657, 'position': 0.715, 'sector': 0.0, 'continuity': 0.3}",0.0,[],竞价涨幅 0.05% 超出区间
688766,普冉股份,20.0,428.4,437.0,2.01,0.1,42080000.0,5642980000.0,0.00746,1.98,2.01,2.01,0.02,True,0.0,0.2114426528097712,True,False,False,False,0,半导体,1,4,False,False,B,1.8,24.7,24.737567186300247,"{'gap': 0.007, 'volume': 0.0, 'trend': 0.652, 'position': 0.671, 'sector': 0.0, 'continuity': 0.3}",0.0,[],竞价量能 0.75%(量比≈1.8) 超出区间
688012,中微公司,20.0,350.06,350.23,0.05,0.002,22500000.0,5632500000.0,0.00399,0.05,0.05,0.05,0.0,True,0.0,0.24860887844689003,False,False,False,False,0,半导体,1,4,False,False,B,1.0,20.2,20.177167058241626,"{'gap': 0.0, 'volume': 0.0, 'trend': 0.65, 'position': 0.378, 'sector': 0.0, 'continuity': 0.3}",0.0,[],竞价涨幅 0.05% 超出区间
002463,沪电股份,10.0,125.14,124.66,-0.38,-0.038,9230000.0,5574760000.0,0.00166,0.0,0.0,-0.38,-0.38,False,0.38,0.5899711101939745,False,False,False,False,0,元件,1,3,False,False,A,0.4,13.2,13.233333333333333,"{'gap': 0.0, 'volume': 0.0, 'trend': 0.437, 'position': 0.2, 'sector': 0.0, 'continuity': 0.3}",0.0,[],竞价涨幅 -0.38% 超出区间
300604,长川科技,20.0,272.85,277.0,1.52,0.076,29890000.0,5571040000.0,0.00537,-0.19,-1.04,1.52,1.71,False,-2.57,0.30993314231136604,False,False,False,False,0,半导体,1,4,False,False,B,1.3,17.7,17.727507163323775,"{'gap': 0.0, 'volume': 0.0, 'trend': 0.642, 'position': 0.225, 'sector': 0.0, 'continuity': 0.3}",0.0,[],竞价涨幅 1.52% 超出区间
001389,广合科技,10.0,198.65,196.2,-1.23,-0.123,82090000.0,5542930000.0,0.01481,-5.34,-3.52,-1.23,4.11,True,-2.29,0.7902467685076381,True,False,False,True,0,元件,1,3,False,False,A,3.6,22.3,22.341977374149707,"{'gap': 0.0, 'volume': 0.334, 'trend': 1.0, 'position': 0.5, 'sector': 0.0, 'continuity': 0.3}",15.0,['昨日炸板'],竞价涨幅 -1.23% 超出区间
002491,通鼎互联,10.0,24.03,24.45,1.75,0.175,57440000.0,5510430000.0,0.01042,-1.79,-2.54,1.75,3.54,False,-4.29,0.6478784040531983,True,False,False,False,0,通信设备,0,1,False,False,A,2.5,29.0,29.045338055877977,"{'gap': 0.0, 'volume': 0.002, 'trend': 1.0, 'position': 0.5, 'sector': 0.0, 'continuity': 0.3}",0.0,[],竞价涨幅 1.75% 超出区间
603893,瑞芯微,10.0,217.8,218.79,0.45,0.045,100750000.0,5462670000.0,0.01844,-0.37,-1.29,0.45,0.82,False,-1.74,0.7961666052340582,False,True,True,False,1,半导体,1,4,False,False,A,4.4,41.0,40.99855341856952,"{'gap': 0.0, 'volume': 0.541, 'trend': 0.637, 'position': 0.7, 'sector': 0.0, 'continuity': 0.85}",0.0,[],竞价涨幅 0.45% 超出区间
600869,远东股份,10.0,22.03,21.96,-0.32,-0.032,15730000.0,5331860000.0,0.00295,-0.59,-1.27,-0.32,0.27,False,-0.95,0.4747422680412372,False,False,False,False,0,电网设备,0,0,False,False,A,0.7,12.4,12.400000000000002,"{'gap': 0.0, 'volume': 0.0, 'trend': 0.545, 'position': 0.0, 'sector': 0.0, 'continuity': 0.3}",0.0,[],竞价涨幅 -0.32% 超出区间
000823,超声电子,10.0,25.22,25.15,-0.28,-0.028,41680000.0,5152770000.0,0.00809,-2.66,-2.85,-0.28,2.38,False,-2.58,0.9434372733865118,True,False,False,False,0,元件,1,3,False,False,A,1.9,26.9,26.933333333333337,"{'gap': 0.0, 'volume': 0.0, 'trend': 0.897, 'position': 0.5, 'sector': 0.0, 'continuity': 0.3}",0.0,[],竞价涨幅 -0.28% 超出区间
300285,国瓷材料,20.0,66.2,66.8,0.91,0.045,22400000.0,5038220000.0,0.00445,0.0,0.0,0.91,0.91,True,-0.91,0.33292433537832317,True,False,False,False,0,电子化学品,0,0,False,False,B,1.1,21.5,21.53200408997955,"{'gap': 0.0, 'volume': 0.0, 'trend': 0.726, 'position': 0.368, 'sector': 0.0, 'continuity': 0.3}",0.0,[],竞价涨幅 0.91% 超出区间
001309,德明利,10.0,411.57,419.01,1.81,0.181,32890000.0,4984130000.0,0.0066,0.59,0.59,1.81,1.22,True,-1.22,0.10677474402730375,False,False,False,False,0,半导体,1,4,False,False,B,1.6,29.6,29.56261376564278,"{'gap': 0.0, 'volume': 0.0, 'trend': 0.853, 'position': 0.733, 'sector': 0.0, 'continuity': 0.3}",0.0,[],竞价涨幅 1.81% 超出区间
688521,芯原股份,20.0,208.03,208.6,0.27,0.014,6520000.0,4911400000.0,0.00133,0.01,0.01,0.27,0.26,True,-0.26,0.2451438545126963,True,False,False,False,0,半导体,1,4,False,False,B,0.3,23.7,23.740438789107227,"{'gap': 0.0, 'volume': 0.0, 'trend': 0.672, 'position': 0.587, 'sector': 0.0, 'continuity': 0.3}",0.0,[],竞价涨幅 0.27% 超出区间
300570,太辰光,20.0,227.46,227.05,-0.18,-0.009,10440000.0,4889190000.0,0.00214,-1.08,-1.18,-0.18,0.9,False,-1.0,0.9176985804892782,True,False,False,False,0,通信设备,0,1,False,False,A,0.5,20.5,20.5,"{'gap': 0.0, 'volume': 0.0, 'trend': 0.575, 'position': 0.5, 'sector': 0.0, 'continuity': 0.3}",0.0,[],竞价涨幅 -0.18% 超出区间
601138,工业富联,10.0,63.3,63.49,0.3,0.03,13300000.0,4818720000.0,0.00276,0.0,0.02,0.3,0.3,True,-0.28,0.5864197530864197,False,False,False,False,0,消费电子,0,0,False,False,A,0.7,18.5,18.5,"{'gap': 0.0, 'volume': 0.0, 'trend': 0.7, 'position': 0.2, 'sector': 0.0, 'continuity': 0.3}",0.0,[],竞价涨幅 0.30% 超出区间
301396,宏景科技,20.0,194.99,194.1,-0.46,-0.023,48060000.0,4758930000.0,0.0101,-0.56,-2.3,-0.46,0.11,False,-1.85,0.32862137102903183,False,False,False,False,0,IT服务,0,2,False,False,B,2.4,14.4,14.360031919744642,"{'gap': 0.0, 'volume': 0.0, 'trend': 0.509, 'position': 0.178, 'sector': 0.0, 'continuity': 0.3}",0.0,[],竞价涨幅 -0.46% 超出区间
300274,阳光电源,20.0,88.2,88.0,-0.23,-0.011,15500000.0,4756950000.0,0.00326,-0.02,-0.45,-0.23,-0.2,False,-0.23,0.07270650932622778,False,False,False,False,0,光伏设备,1,0,False,False,B,0.8,23.4,23.440172566933125,"{'gap': 0.0, 'volume': 0.0, 'trend': 0.483, 'position': 0.818, 'sector': 0.0, 'continuity': 0.3}",0.0,[],竞价涨幅 -0.23% 超出区间
301308,江波龙,20.0,348.27,353.0,1.36,0.068,21530000.0,4727330000.0,0.00455,0.02,0.79,1.36,1.34,True,-0.57,0.07864640883977894,False,False,False,False,0,半导体,1,4,False,False,B,1.1,28.8,28.784093001841626,"{'gap': 0.0, 'volume': 0.0, 'trend': 0.762, 'position': 0.803, 'sector': 0.0, 'continuity': 0.3}",0.0,[],竞价涨幅 1.36% 超出区间
688525,佰维存储,20.0,217.22,221.98,2.19,0.11,97530000.0,4714680000.0,0.02069,2.19,2.18,2.19,0.0,False,-0.01,0.04360849607095623,False,False,False,False,0,半导体,1,4,False,False,B,5.0,43.6,43.63008371979615,"{'gap': 0.127, 'volume': 0.649, 'trend': 0.5, 'position': 0.891, 'sector': 0.0, 'continuity': 0.3}",0.0,[],
300475,香农芯创,20.0,181.2,183.8,1.43,0.072,33950000.0,4683670000.0,0.00725,0.99,0.92,1.43,0.45,False,-0.52,0.27997388414055074,True,False,False,False,0,其他电子,0,0,False,False,B,1.7,19.8,19.75097934472935,"{'gap': 0.0, 'volume': 0.0, 'trend': 0.537, 'position': 0.5, 'sector': 0.0, 'continuity': 0.3}",0.0,[],竞价涨幅 1.43% 超出区间
603083,剑桥科技,10.0,219.0,221.0,0.91,0.091,24600000.0,4665760000.0,0.00527,0.91,-0.46,0.91,0.0,False,-1.37,0.7894643333037222,False,False,False,False,0,通信设备,0,1,False,False,A,1.3,14.5,14.500000000000002,"{'gap': 0.0, 'volume': 0.0, 'trend': 0.5, 'position': 0.2, 'sector': 0.0, 'continuity': 0.3}",0.0,[],竞价涨幅 0.91% 超出区间
002475,立讯精密,10.0,54.84,54.9,0.11,0.011,11500000.0,4624620000.0,0.00249,-0.07,-0.07,0.11,0.18,True,-0.18,0.2197125256673513,False,False,False,False,0,消费电子,0,0,False,False,B,0.6,21.9,21.86078028747433,"{'gap': 0.0, 'volume': 0.0, 'trend': 0.68, 'position': 0.451, 'sector': 0.0, 'continuity': 0.3}",0.0,[],竞价涨幅 0.11% 超出区间
300223,君正股份,20.0,146.1,148.79,1.84,0.092,23690000.0,4595460000.0,0.00516,1.85,1.3,1.84,-0.01,False,-0.54,0.1928002276607854,True,False,False,False,0,半导体,1,4,False,False,B,1.2,22.3,22.25332479605388,"{'gap': 0.0, 'volume': 0.0, 'trend': 0.499, 'position': 0.718, 'sector': 0.0, 'continuity': 0.3}",0.0,[],竞价涨幅 1.84% 超出区间
000657,中钨高新,10.0,60.26,60.26,0.0,0.0,9810000.0,4512670000.0,0.00217,0.0,-0.25,0.0,0.0,False,-0.25,0.25020391517128865,False,False,False,False,0,小金属,0,0,False,False,B,0.5,17.1,17.117353181076677,"{'gap': 0.0, 'volume': 0.0, 'trend': 0.5, 'position': 0.374, 'sector': 0.0, 'continuity': 0.3}",0.0,[],竞价涨幅 0.00% 超出区间
688795,摩尔线程-U,20.0,443.0,443.0,0.0,0.0,15360000.0,4365320000.0,0.00352,-0.68,-1.58,0.0,0.68,False,-1.58,0.23482977383892686,False,False,False,False,0,半导体,1,4,False,False,B,0.8,18.8,18.827216814373575,"{'gap': 0.0, 'volume': 0.0, 'trend': 0.557, 'position': 0.413, 'sector': 0.0, 'continuity': 0.3}",0.0,[],竞价涨幅 0.00% 超出区间
603629,利通电子,10.0,115.96,114.0,-1.69,-0.169,28420000.0,4332760000.0,0.00656,0.01,-0.83,-1.69,-1.7,False,0.86,0.2702600829249905,False,False,False,False,0,IT服务,0,2,False,False,B,1.6,10.7,10.698580223646191,"{'gap': 0.0, 'volume': 0.0, 'trend': 0.217, 'position': 0.324, 'sector': 0.0, 'continuity': 0.3}",0.0,[],竞价涨幅 -1.69% 超出区间
300857,协创数据,20.0,273.35,275.0,0.6,0.03,20380000.0,4244270000.0,0.0048,-1.96,-1.77,0.6,2.56,True,-2.37,0.5969962453066334,True,False,False,False,0,计算机设备,0,2,False,False,A,1.2,26.3,26.266666666666673,"{'gap': 0.0, 'volume': 0.0, 'trend': 0.863, 'position': 0.5, 'sector': 0.0, 'continuity': 0.3}",0.0,[],竞价涨幅 0.60% 超出区间
002008,大族激光,10.0,94.26,94.73,0.5,0.05,9810000.0,4220970000.0,0.00232,-0.91,-0.51,0.5,1.41,True,-1.01,0.22987493394398473,True,False,False,False,0,自动化设备,0,1,False,False,B,0.6,28.6,28.579689977100575,"{'gap': 0.0, 'volume': 0.0, 'trend': 0.885, 'position': 0.625, 'sector': 0.0, 'continuity': 0.3}",0.0,[],竞价涨幅 0.50% 超出区间
600667,太极实业,10.0,19.87,20.1,1.16,0.116,16670000.0,4192870000.0,0.00398,0.05,0.2,1.16,1.11,True,-0.96,0.277613703484938,True,False,False,False,0,建筑装饰,1,1,False,False,B,1.0,25.8,25.78948611931483,"{'gap': 0.0, 'volume': 0.0, 'trend': 0.835, 'position': 0.506, 'sector': 0.0, 'continuity': 0.3}",0.0,[],竞价涨幅 1.16% 超出区间
300433,蓝思科技,20.0,34.44,34.45,0.03,0.001,10990000.0,4187610000.0,0.00262,1.57,0.03,0.03,-1.54,False,0.0,0.15980522355024343,False,False,False,False,0,消费电子,0,0,False,False,B,0.6,17.9,17.940637450199205,"{'gap': 0.0, 'volume': 0.0, 'trend': 0.372, 'position': 0.6, 'sector': 0.0, 'continuity': 0.3}",0.0,[],竞价涨幅 0.03% 超出区间
600206,有研新材,10.0,49.95,49.36,-1.18,-0.118,23910000.0,4185330000.0,0.00571,-1.18,-1.18,-1.18,0.0,True,0.0,0.6256983240223465,False,False,False,False,0,半导体,1,4,False,False,A,1.4,17.5,17.5,"{'gap': 0.0, 'volume': 0.0, 'trend': 0.65, 'position': 0.2, 'sector': 0.0, 'continuity': 0.3}",0.0,[],竞价涨幅 -1.18% 超出区间
601899,紫金矿业,10.0,31.41,31.65,0.76,0.076,48370000.0,4178950000.0,0.01157,1.11,0.67,0.76,-0.35,False,-0.1,0.6092843326885878,False,False,False,False,0,贵金属,0,0,False,False,A,2.8,15.8,15.84915792365183,"{'gap': 0.0, 'volume': 0.101, 'trend': 0.442, 'position': 0.2, 'sector': 0.0, 'continuity': 0.3}",0.0,[],竞价涨幅 0.76% 超出区间
